ESTILO;UNIDADES;DEPARTAMENTO
142178;3;734
142179;2;734
142180;2;734
142181;2;734
142182;2;734
142183;2;734
142188;2;734
142189;2;734
142195;2;734
142198;2;734
142199;2;734
142215;2;734
142216;2;734
142228;1;734
142229;1;734
142231;1;734
142232;1;734
142233;1;734
142236;1;734
142237;2;734
142238;2;734
142242;2;734
142245;3;734
142246;2;734
142248;2;734
142250;24;661
142251;24;661
142253;15;603
142259;3;623
142260;3;623
142280;3;623
142282;3;623
142283;3;623
142284;3;623
142293;5;623
142294;3;623
142296;3;623
142297;1;623
142301;1;623
142303;3;623
142308;3;623
142315;4;623
142317;2;623
142322;3;623
142323;2;623
142324;2;623
142325;3;623
142331;68;649
142357;20;626
142359;20;626
142360;20;626
142361;20;626
142363;20;626
142364;20;626
142373;6;626
142374;6;626
142376;4;626
142377;6;626
142378;19;662
142386;9;626
142387;10;626
142388;10;626
142389;10;626
142390;10;626
142391;10;626
142393;6;626
142394;10;626
142395;6;626
142396;10;626
142397;10;626
142398;8;626
142399;12;626
142400;8;626
142401;4;626
142403;6;626
142404;6;626
142405;6;626
142406;10;626
142407;10;626
142408;8;626
142409;8;626
142410;7;626
142411;10;626
142412;6;626
142413;10;626
142414;10;626
142415;8;626
142417;10;626
142418;10;626
142419;10;626
142420;6;626
142421;10;626
142422;10;626
142423;6;626
142424;20;626
142425;7;626
142426;6;626
142440;48;649
142442;48;649
142445;48;649
142446;24;661
142447;15;743
142455;24;661
142456;27;725
142457;28;725
142458;28;725
142459;31;725
142477;20;726
142481;40;726
142484;16;726
142489;40;726
142495;40;726
142498;16;726
142502;16;726
142503;16;726
142504;40;726
142505;18;726
142506;12;726
142507;20;726
142508;20;726
142509;40;726
142510;16;726
142511;16;726
142512;20;726
142513;20;726
142515;20;726
142516;20;726
142590;23;726
142592;12;726
142597;23;742
142648;1;702
142649;1;702
142651;1;702
142652;2;702
142653;2;702
142656;1;702
142657;2;702
142658;2;702
142659;2;702
142660;2;702
142661;2;702
142677;1;742
142679;2;742
142680;23;662
142681;2;742
142682;1;742
142685;5;742
142686;2;742
142687;2;742
142688;2;742
142691;2;742
142692;1;740
142693;1;740
142700;2;742
142702;1;742
142703;1;742
142704;2;742
142706;2;742
142707;1;742
142711;1;742
142712;1;742
142713;2;742
142715;2;742
142717;2;742
142718;2;742
142719;1;742
142720;2;742
142724;1;742
142730;2;742
142731;1;702
142732;1;702
142733;1;702
142734;1;702
142735;24;662
142737;1;702
142738;1;702
142739;1;702
142740;1;702
142742;1;702
142743;2;702
142748;1;702
142753;2;702
142754;2;702
142755;2;702
142757;2;702
142758;2;702
142763;20;742
142770;2;742
142771;2;742
142772;2;742
142776;1;742
142779;2;742
142781;60;662
142782;2;742
142783;2;742
142784;2;742
142785;2;742
142788;2;702
142789;2;702
142790;2;742
142791;1;742
142793;1;702
142797;2;702
142798;1;702
142799;1;702
142800;2;702
142802;2;702
142803;2;702
142804;2;702
142806;2;702
142807;1;702
142808;2;702
142813;1;668
142819;4;734
142821;1;668
142822;1;668
142823;3;668
142825;2;668
142827;4;734
142828;2;668
142830;3;668
142831;2;668
142833;2;668
142835;3;668
142836;2;734
142838;3;668
142839;3;668
142840;1;668
142841;3;734
142842;3;668
142843;3;668
142844;3;668
142845;3;668
142846;1;668
142848;3;668
142849;3;668
142850;3;668
142851;3;668
142852;3;668
142854;2;668
142856;3;668
142857;3;668
142858;3;668
142859;3;668
142860;3;668
142861;3;668
142862;3;668
142863;2;668
142865;3;668
142866;1;668
142869;2;668
142870;2;668
142871;3;668
142872;3;668
142873;3;668
142874;3;668
142875;3;668
142876;3;668
142877;3;668
142878;3;668
142879;1;668
142881;3;668
142882;3;668
142884;3;668
142885;3;668
142886;3;668
142887;3;668
142888;1;668
142889;3;668
142890;3;668
142891;3;668
142892;2;668
142893;3;668
142894;3;668
142895;3;668
142896;3;668
142897;3;668
142899;3;668
142901;3;668
142902;3;668
142903;3;668
142904;3;668
142906;3;668
142908;3;668
142909;3;668
142910;3;668
142911;3;668
142912;3;668
142913;3;668
142915;3;668
142916;3;668
142917;3;668
142918;3;668
142919;1;668
142920;3;668
142921;3;668
142922;3;668
142923;3;668
142924;3;668
142925;3;668
142928;3;668
142929;3;668
142930;2;668
142931;3;668
142932;3;668
142933;3;668
142934;3;668
142935;3;668
142936;2;668
142937;1;668
142940;3;668
142942;3;668
142943;3;668
142944;3;668
142945;3;668
142946;3;668
142947;1;668
142950;3;668
142954;3;668
142957;3;668
142960;3;668
142968;3;668
142970;2;668
142978;5;730
142979;15;742
142981;19;742
142985;2;702
142986;2;726
142987;2;702
142990;3;726
142993;3;668
142994;3;668
142997;3;668
142998;3;668
142999;2;726
143043;7;730
143065;2;625
143066;2;625
143069;1;625
143070;2;625
143071;2;625
143148;8;663
143152;2;625
143153;26;625
143155;2;625
143156;2;625
143157;19;704
143158;37;724
143160;20;725
143161;43;725
143162;39;725
143181;2;625
143182;2;625
143183;3;625
143184;1;625
143185;2;625
143186;3;625
143187;2;625
143188;2;625
143189;5;625
143190;2;625
143191;2;625
143192;3;625
143194;2;625
143195;2;625
143199;10;625
143201;26;625
143205;2;625
143209;2;625
143210;2;625
143211;2;625
143212;3;625
143213;2;625
143214;4;625
143215;2;625
143216;2;625
143217;2;625
143218;2;625
143219;2;625
143220;2;625
143221;3;625
143222;3;625
143223;2;625
143224;2;625
143225;2;625
143226;2;625
143227;2;625
143228;2;625
143229;2;625
143230;2;625
143231;2;625
143232;9;625
143239;12;724
143241;2;625
143243;2;625
143244;4;625
143245;2;625
143248;2;625
143249;2;625
143250;2;625
143252;93;662
143253;2;625
143254;2;625
143255;2;625
143256;2;625
143257;2;625
143258;4;625
143259;2;625
143260;3;625
143261;2;625
143262;2;625
143263;2;625
143264;2;625
143265;2;625
143266;2;625
143267;2;625
143268;2;625
143269;5;625
143270;2;625
143271;2;625
143272;2;625
143273;2;625
143274;2;625
143275;2;625
143276;3;625
143277;2;625
143278;2;625
143279;2;625
143280;1;625
143281;6;625
143282;2;625
143283;2;625
143284;2;625
143285;2;625
143286;2;625
143287;2;625
143288;2;625
143289;2;625
143290;4;625
143291;3;625
143292;2;625
143293;2;625
143294;2;625
143295;3;625
143296;2;625
143297;2;625
143298;2;625
143299;2;625
143300;2;625
143301;2;625
143302;2;625
143303;2;625
143304;2;625
143305;2;625
143306;2;625
143307;2;625
143308;2;625
143309;1;625
143310;2;625
143311;3;625
143312;1;625
143313;2;625
143314;2;625
143315;3;625
143316;3;625
143317;2;625
143318;2;625
143319;1;625
143320;17;625
143321;33;625
143322;13;625
143323;9;625
143324;2;625
143326;8;625
143331;1;625
143333;2;625
143334;3;625
143341;3;625
143342;3;625
143343;3;625
143344;2;625
143345;2;625
143346;2;625
143347;2;625
143348;1;625
143349;3;625
143350;2;625
143351;2;625
143352;2;625
143353;2;625
143354;2;625
143355;2;625
143356;2;625
143357;2;625
143358;2;625
143359;2;625
143360;2;625
143361;2;625
143362;2;625
143363;2;625
143364;2;625
143365;2;625
143366;2;625
143367;2;625
143368;2;625
143369;2;625
143370;2;625
143371;2;625
143372;2;625
143373;2;625
143374;2;625
143375;2;625
143376;2;625
143377;2;625
143378;2;625
143379;2;625
143380;2;625
143382;2;625
143383;2;625
143384;2;625
143385;2;625
143387;2;625
143390;1;625
143391;4;625
143400;2;625
143401;1;625
143403;2;625
143404;3;625
143405;2;625
143406;2;625
143407;2;625
143408;1;625
143418;1100;626
143439;2;625
143441;2;625
143442;2;625
143443;2;625
143444;2;625
143445;2;625
143446;2;625
143448;1;625
143451;1;625
143452;2;625
143453;2;625
143454;3;625
143455;2;625
143456;2;625
143461;2;625
143462;5;625
143468;2;625
143603;99;626
143661;14;725
144065;1100;626
144067;93;626
144068;13;661
144074;1;648
144075;2;648
144081;1099;626
144084;19;603
144087;97;626
144088;2;603
144093;21;603
144096;49;603
144102;13;603
144104;9;642
144108;11;642
144111;5;642
144132;6;642
144139;6;642
144146;11;642
144149;12;642
144158;1;642
144174;4;642
144183;6;642
144233;24;724
144254;1;625
144256;1;625
144257;1;625
144258;1;625
144270;1;625
144278;12;682
144279;21;682
144282;12;682
144283;1;625
144284;12;682
144300;12;682
144302;12;682
144309;24;682
144313;22;682
144317;25;682
144319;24;682
144320;12;682
144322;71;724
144328;24;730
144331;9;721
144433;64;700
144465;10;700
144506;10;704
144512;2;625
144514;5;700
144515;3;625
144517;2;625
144518;2;625
144521;3;625
144522;2;625
144523;2;625
144524;5;625
144525;25;625
144528;2;625
144529;2;625
144531;2;625
144532;2;625
144533;2;625
144535;2;625
144539;12;721
144546;3;721
144549;2;721
144562;10;730
144563;52;662
144585;20;700
144586;6;700
144588;13;700
144589;8;700
144603;12;721
144626;26;662
144631;39;662
144632;26;662
144656;5;722
144667;1;669
144670;1;669
144672;27;700
144673;6;725
144685;1;669
144694;37;669
144709;12;669
144740;1;700
144758;60;669
144760;6;725
144770;4;725
144775;8;725
144777;3;725
144780;6;725
144784;6;725
144788;4;725
144789;6;725
144791;2;725
144792;3;725
144798;3;725
144800;4;725
144803;6;725
144804;2;725
144805;6;725
144806;12;725
144807;7;725
144808;4;725
144810;1;725
144811;6;725
145078;5;721
145079;3;721
145221;16;725
145262;5;649
145270;1;649
145273;19;649
145489;19;701
145493;15;701
145511;25;701
145516;30;625
145517;15;625
145518;12;625
145670;3;649
145673;8;649
145693;3;626
145694;3;626
145766;29;730
145772;35;730
145834;3;626
145836;2;626
145901;70;648
146022;4;700
146028;4;700
146354;195;722
146355;147;722
146578;453;727
146628;8;648
146635;14;648
146636;18;648
146670;82;727
146699;34;620
146704;23;620
146709;40;620
147086;5;669
147278;8;700
147281;2;700
147333;14;742
147391;5;742
147395;12;742
147397;13;742
147435;1;625
147436;2;625
147448;3;625
147449;3;625
147459;2;625
147460;2;625
147504;49;741
147600;46;649
147601;10;649
147602;52;649
147603;10;649
147604;29;649
147607;45;649
147609;30;649
147610;50;649
147612;11;649
147617;43;649
147618;8;649
147620;15;649
147659;53;701
147741;88;703
147744;31;703
147746;23;703
147769;41;703
147799;10;669
147939;7;649
147942;5;649
147945;5;649
147967;20;649
147970;32;649
147975;1;649
148059;7;649
148060;7;649
148134;28;700
148136;13;700
148137;12;700
148139;11;700
148226;16;649
148243;12;682
148252;21;682
148356;7;731
148386;20;730
148387;59;730
148468;5;669
148481;5;669
148606;3;649
148711;27;700
148724;6;625
148725;4;625
148726;8;625
148799;5;669
148848;5;725
148851;199;722
148852;142;722
148859;99;722
148860;162;722
148861;163;722
148862;59;722
148895;6;728
148987;5;669
149014;6;701
149125;10;742
149135;9;742
149142;9;742
149143;115;703
149378;1;669
149392;5;728
149395;4;728
149396;4;728
149450;8;725
150015;25;669
150052;9;742
150056;10;725
150288;5;700
150290;7;700
150294;1;700
150313;6;660
150319;11;660
150347;7;660
150354;8;660
150355;9;660
150356;4;660
150357;11;660
150358;5;660
150359;15;660
150360;19;660
150361;4;728
150379;8;660
150381;21;660
150384;11;660
150391;13;660
150404;11;660
150465;20;725
150471;8;660
150489;100;724
150503;37;725
150526;5;660
150565;15;725
150785;32;683
150912;5;648
151080;3;734
151221;3;734
151249;1;734
151278;6;700
151295;1;700
151328;3;626
151331;1;626
151460;1;734
151494;5;734
151500;4;734
151516;1;734
151519;3;721
151560;1;734
151562;1;721
151578;6;700
151591;60;704
151649;252;730
151650;238;730
151654;1;625
151662;1;625
151664;1;625
151703;191;730
151783;200;722
151784;299;722
151785;96;722
151786;300;722
151787;200;722
151788;296;722
151789;312;722
151790;298;722
151792;100;722
151793;198;722
151803;200;722
151804;249;722
151805;250;722
151806;299;722
151807;247;722
151808;250;722
151809;300;722
151810;299;722
152053;8;649
152058;235;722
152059;123;722
152060;238;722
152061;206;722
152062;246;722
152063;244;722
152068;245;722
152070;246;722
152071;247;722
152072;247;722
152073;248;722
152074;248;722
152075;250;722
152076;249;722
152077;250;722
152078;245;722
152079;247;722
152080;248;722
152081;247;722
152082;250;722
152083;250;722
152084;249;722
152085;159;722
152086;192;722
152087;241;722
152088;213;722
152089;250;722
152090;250;722
152091;249;722
152092;249;722
152093;243;722
152094;249;722
152095;250;722
152096;250;722
152097;250;722
152098;250;722
152099;250;722
152100;248;722
152101;249;722
152102;249;722
152103;248;722
152104;250;722
152105;248;722
152106;250;722
152126;22;701
152267;49;725
152409;1;625
152411;1;625
152412;1;625
152416;1;625
152417;1;625
152419;1;625
152425;1;625
152426;1;625
152429;1;625
152430;1;625
152432;1;625
152433;1;625
152434;1;625
152436;15;725
152437;7;725
152438;8;660
152439;12;660
152440;12;734
152442;2;734
152445;2;734
152446;12;734
152447;7;734
152449;12;734
152454;6;734
152455;4;734
152456;1;734
152536;1;625
152569;2;700
152578;15;700
152580;13;700
152586;12;700
152587;4;700
152604;3;700
152608;8;700
152610;9;700
152908;3;625
152909;12;625
152912;4;625
152918;4;625
152921;1;625
152939;3;625
152940;2;625
152941;2;625
152942;2;625
152943;2;625
152944;2;625
152945;2;625
152946;2;625
152947;2;625
152948;2;625
152950;2;625
152951;2;625
152953;2;625
152954;2;625
152955;2;625
152956;2;625
152957;2;625
152958;2;625
152959;1;625
152960;7;625
152961;2;625
152969;2;625
152971;2;625
152973;8;625
153221;10;660
153333;4;734
153334;5;734
153346;16;734
153447;17;721
153452;1;625
153489;7;648
153638;40;729
153639;38;729
153640;52;729
153641;100;729
153642;95;729
153648;75;729
153650;62;729
153658;7;701
153661;72;701
153664;37;701
153682;12;726
153736;20;649
153772;41;649
153790;20;668
153828;1;648
153829;2;648
153830;5;648
153881;26;668
153902;2;734
153909;6;626
153912;4;626
153920;3;626
153927;3;626
153931;8;626
153939;5;626
153941;3;625
153959;5;626
153964;4;626
153967;23;626
153968;5;626
153969;5;626
153971;5;626
153975;10;626
153978;4;626
153980;38;726
153981;7;726
153983;11;726
153998;29;724
154004;38;724
154005;26;724
154088;11;724
154089;12;724
154113;9;724
154144;47;726
154146;39;726
154147;36;726
154156;26;626
154157;26;626
154158;3;626
154159;6;626
154160;3;626
154161;6;626
154163;2;626
154164;2;626
154165;1;626
154167;1;626
154169;2;626
154170;1;626
154171;2;626
154172;1;626
154173;3;626
154174;14;626
154175;4;626
154176;3;626
154276;39;724
154282;5;724
154283;12;724
154285;8;724
154286;7;724
154288;2;724
154290;2;724
154291;11;725
154293;6;725
154294;2;725
154295;6;700
154442;6;662
154446;8;662
154448;4;662
154450;4;662
154502;22;730
154610;88;721
154611;52;721
154613;17;721
154614;28;721
154615;64;721
154617;4;721
154632;270;721
154633;228;721
154634;319;721
154635;50;721
154703;11;721
154704;5;721
154705;12;721
154707;3;721
154846;13;722
154847;40;722
154849;12;722
154850;60;722
154851;36;722
154852;15;722
154853;30;722
154855;54;722
154856;35;730
154860;88;730
154865;13;730
154879;5;721
154880;10;721
154883;4;721
154885;22;700
154886;5;721
154887;12;721
154899;40;722
154906;42;722
155001;122;721
155002;50;721
155008;177;721
155012;101;721
155013;146;721
155025;78;721
155026;10;721
155028;157;721
155029;120;721
155033;149;721
155105;2;729
155111;68;729
155112;67;729
155113;53;729
155116;16;729
155117;26;729
155119;23;729
155120;45;729
155138;2;733
155139;13;733
155173;122;730
155508;10;648
155509;9;648
155516;8;648
155517;13;648
155523;14;648
155524;16;648
155525;11;648
155530;5;648
155531;24;648
155532;24;648
155533;11;648
155534;11;648
155535;14;648
155552;12;648
155553;11;648
155554;20;648
155571;12;648
155576;2;703
155583;36;649
155631;56;649
155742;23;661
156064;1;625
156143;1;625
156144;1;625
156145;1;625
156153;1;625
156154;1;625
156156;1;625
